piid,agency,vendor,value,description,fpds_status,fpds_link,deleted_date,savings
HC101323FH093,Department of Defense,MCI COMMUNICATIONS SERVICES INC,4312.67,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101323FH093&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101324FA671,Department of Defense,MCI COMMUNICATIONS SERVICES INC,3000.94,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101324FA671&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101324FA607,Department of Defense,MCI COMMUNICATIONS SERVICES INC,3000.94,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101324FA607&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
HC101324FA608,Department of Defense,MCI COMMUNICATIONS SERVICES INC,3000.94,VOICE SERVICE LONG DISTANCE-DEDICATED,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HC101324FA608&modNumber=P00002&idvAgencyID=&idvPIID=HC101318A0004&contractType=AWARD,5/7/2025,0
140D0425F0148,Department of the Interior,COLLABORENT LLC,261601.2,"PROVIDE FACILITATION, COLLABORATIVE PROBLEM-SOLVING SERVICES TO THE NATIONAL PARK SERVICE (NPS)",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0425F0148&modNumber=P00001&idvAgencyID=&idvPIID=140D0421D0002&contractType=AWARD,5/7/2025,0
140D0424F0909,Department of the Interior,COLLABORENT LLC,91263.68,"FACILITATION, COLLABORATIVE PROBLEM-SOLVING SERVICES TO THE BUREAU OF LAND MANAGEMENT (BLM), OFFICE OF CIVIL RIGHTS (OCR)",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F0909&modNumber=P00001&idvAgencyID=&idvPIID=140D0421D0002&contractType=AWARD,5/7/2025,0
140D0424F0984,Department of the Interior,COLLABORENT LLC,81809.43,"PROVIDE FACILITATION, MEDIATION AND COLLABORATIVE CONFLICT MANAGEMENT SERVICES FOR THE NATIONAL PARK SERVICE, LEADERSHIP & DEVELOPMENT (NPS, L&D).",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F0984&modNumber=P00002&idvAgencyID=&idvPIID=140D0421D0002&contractType=AWARD,5/7/2025,0
140D0424F0822,Department of the Interior,COLLABORENT LLC,58637.12,"PROVIDE FACILITATION, COLLABORATIVE PROBLEM-SOLVING SERVICES TO THE U.S. FISH & WILDLIFE SERVICE (FWS), GREEN BAY FISH & WILDLIFE CONSERVATION OFFICE (FWCO).",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F0822&modNumber=P00002&idvAgencyID=&idvPIID=140D0421D0002&contractType=AWARD,5/7/2025,0
140D0424F0975,Department of the Interior,COLLABORENT LLC,47032.66,"PROVIDE FACILITATION, COLLABORATIVE PROBLEM SOLVING TO THE OFFICE OF COLLABORATIVE ACTION AND DISPUTE RESOLUTION.",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F0975&modNumber=P00001&idvAgencyID=&idvPIID=140D0421D0002&contractType=AWARD,5/7/2025,0
140D0424F1010,Department of the Interior,COLLABORENT LLC,39609.42,"PROVIDE FACILITATION, COLLABORATIVE PROBLEM-SOLVING SERVICES TO THE NATIONAL PARK SERVICE/GREAT BASIN NATIONAL PARK (NPS/GRBA).",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F1010&modNumber=P00001&idvAgencyID=&idvPIID=140D0421D0002&contractType=AWARD,5/7/2025,0
140D0424F0142,Department of the Interior,COLLABORENT LLC,39272.58,"PROVIDE FACILITATION, COLLABORATIVE PROBLEM-SOLVING SERVICES TO THE DOI OFFICE OF THE CHIEF INFORMATION OFFICER (OCIO)",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F0142&modNumber=P00002&idvAgencyID=&idvPIID=140D0421D0002&contractType=AWARD,5/7/2025,0
140D0425F0050,Department of the Interior,COLLABORENT LLC,34528.7,"PROVIDE FACILITATION, COLLABORATIVE PROBLEM-SOLVING SERVICES TO NATIONAL PARK SERVICE NORTHEAST REGION (NPS NER) AND ITS REGIONAL LEADERSHIP COUNCIL (RLC)",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0425F0050&modNumber=P00001&idvAgencyID=&idvPIID=140D0421D0002&contractType=AWARD,5/7/2025,0
140D0425F0123,Department of the Interior,COLLABORENT LLC,19873.69,"PROVIDE FACILITATION, COLLABORATIVE PROBLEM-SOLVING SERVICES TO THE NATIONAL PARK SERVICE, BROWN V. BOARD OF EDUCATION NATIONAL HISTORICAL PARK (NPS, BRV).",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0425F0123&modNumber=P00001&idvAgencyID=&idvPIID=140D0421D0002&contractType=AWARD,5/7/2025,0
140D0425F0351,Department of the Interior,COLLABORENT LLC,11826.95,"PROVIDE FACILITATION, COLLABORATIVE PROBLEM-SOLVING SERVICES TO U.S. FISH & WILDLIFE SERVICE (USFWS)",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0425F0351&modNumber=P00001&idvAgencyID=&idvPIID=140D0421D0002&contractType=AWARD,5/7/2025,0
140D0423F1033,Department of the Interior,COLLABORENT LLC,9524.34,"PROVIDE FACILITATION, COLLABORATIVE PROBLEM-SOLVING SERVICES TO NATIONAL PARK SERVICE FREDERICK LAW OLMSTEAD NATIONAL HISTORIC SITE",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0423F1033&modNumber=P00002&idvAgencyID=&idvPIID=140D0421D0002&contractType=AWARD,5/7/2025,0
75H70122F80001,Department of Health and Human Services,ZDAAS LLC,136135.18,"PHONE SYSTEMS AND SWITCHES, DIVISION OF ENGINEERING SERVICES",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7527&PIID=75H70122F80001&modNumber=P00003&idvAgencyID=&idvPIID=47QTCA18D008G&contractType=AWARD,5/7/2025,0
20343224F00009,Department of Treasury,VTECH SOLUTION INC.,68344.77,"SECURITY ASSESSOR AND AUDITOR SERVICES, NATIONAL MEDIATION BOARD SYSTEMS",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343224F00009&modNumber=P00002&idvAgencyID=&idvPIID=47QTCB22D0032&contractType=AWARD,5/7/2025,0
70SBUR24P00000034,Department of Homeland Security,"USILAW, INC",129250,"VISA SUPPORT SERVICES FOR REFUGEE, ASYLUM AND INTERNATIONAL OPERATIONS TRAVEL UNIT",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7003&PIID=70SBUR24P00000034&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/7/2025,0
75F40122F80190,Department of Health and Human Services,"UNISON VIRTUAL ACQUISITION OFFICE, LLC",149861.91,UNISON VIRTUAL ACQUISITION OFFICE SOFTWARE SERVICE,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40122F80190&modNumber=P00004&idvAgencyID=&idvPIID=GS35F131GA&contractType=AWARD,5/7/2025,0
75D30124P19060,Department of Health and Human Services,STRATEGIC INNOVATIVE SOLUTIONS LLC,127160.28,"ADMINISTRATIVE ASSISTANT, NATIONAL INSTITUTE FOR OCCUPATIONAL SAFETY AND HEALTH, WESTERN STATES DIVISION",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P19060&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/7/2025,64513.8
75D30124P19097,Department of Health and Human Services,"STATE ANALYSIS, INC.",125200,LEGISLATIVE TRACKING WEB SEARCH SUBSCRIPTION,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P19097&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,5/7/2025,85107
20342821F00012,Department of Treasury,"STAFFING ONE, INC.",43505.14,"TEMPORARY ADMINISTRATIVE SUPPORT SERVICES FOR HOUSING AND URBAN DEVELOPMENT, OFFICE OF INSPECTOR GENERAL, OFFICE OF LEGAL COUNSEL",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20342821F00012&modNumber=P00006&idvAgencyID=&idvPIID=GS07F0238N&contractType=AWARD,5/7/2025,0
75N94020P00430,Department of Health and Human Services,"SHIMADZU SCIENTIFIC INSTRUMENTS, INC.",24926,"LABORATORY INSTRUMENT MAINTENANCE AGREEMENT, CBM-20A HIGH PERFORMANCE LIQUID CHROMATOGRAPHY SYSTEM CONTROLLER",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N94020P00430&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=AWARD,5/7/2025,0
140G0125P0018,Department of the Interior,SAH ECOLOGIA LLC,25480,TECHNICAL CONSULTING SERVICES NORTHWEST CLIMATE CENTERS COORDINATION,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1434&PIID=140G0125P0018&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/7/2025,0
75N95025F00003,Department of Health and Human Services,ROSE LI & ASSOCIATES INC,213344.01,BEHAVIORAL AND SOCIAL RESEARCH WORKSHOP SUPPORT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95025F00003&modNumber=P00001&idvAgencyID=&idvPIID=75N95023D00020&contractType=AWARD,5/7/2025,0
75N91024P00704,Department of Health and Human Services,REGENTS OF THE UNIVERSITY OF MICHIGAN,138868,"LABORATORY TESTING SERVICES CUSTOM 10X GENOMICS VISIUM/SPACE RANGER SPATIAL TRANSCRIPTOMICS, HUMAN IMMUNODEFICIENCY VIRUS-RELATED MALIGNANCIES",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N91024P00704&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/7/2025,0
6973GH22F01724,Department of Transportation,QUAD J INC,72810.75,"SITE SURVEY, DESIGN, GENERATOR INSTALLATION: AIR TRAFFIC CONTROL TOWER AIRPORT SURVEILLANCE RADAR LIGHTNING AND SURGE PROTECTION, GROUNDING, BONDING AND SHIELDING (BIPARTISAN INFRASTRUCTURE LAW)",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6920&PIID=6973GH22F01724&modNumber=P00004&idvAgencyID=&idvPIID=6973GH22D00014&contractType=AWARD,5/7/2025,37479.16
75N95022P00016,Department of Health and Human Services,"PINE PHARMACEUTICALS, LLC",23753.53,"PHARMACEUTICAL PREPARATION: PERITONEAL CANCER INVESTIGATIONAL DRUG, COMPOUNDING 10% POLYSORBATE-80 TO DILUTE TPM-001",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95022P00016&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,5/7/2025,0
140L0624F0215,Department of the Interior,PALEOWEST LLC,2713.4,"RENEWABLE ENERGY CORRIDOR CULTURAL RESOURCE MANAGEMENT, EAGLE LAKE FIELD OFFICE 2024",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1422&PIID=140L0624F0215&modNumber=P00001&idvAgencyID=&idvPIID=140L0621A0014&contractType=AWARD,5/7/2025,0
2031JW24P00045,Department of Treasury,OCL FINANCIAL SERVICES LLC,99180,COMPLIANCE ELEARNING LIBRARY ONLINE TRAINING,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2046&PIID=2031JW24P00045&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/7/2025,49140
20341924P00008,Department of Treasury,NEXT NARRATIVE AFRICA LLC,50000,NEXT NARRATIVE AFRICA SPONSORSHIP DURING UNITED NATIONS GENERAL ASSEMBLY,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20341924P00008&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/7/2025,0
75N92025F00048,Department of Health and Human Services,"NEW TECH SOLUTIONS, INC.",82011,"UNITY DATA STORAGE BACKUP SYSTEM MAINTENANCE SERVICE SUPPORT: NATIONAL HEART, LUNG, AND BLOOD INSTITUTE, INFORMATION TECHNOLOGY AND APPLICATIONS CENTER",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N92025F00048&modNumber=P00001&idvAgencyID=&idvPIID=NNG15SC82B&contractType=AWARD,5/7/2025,0
2032H524F00506,Department of Treasury,"NEW TECH SOLUTIONS, INC.",21358.05,PROFESSIONAL IPHONE OPERATING SYSTEM SELF SERVICE SOFTWARE,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2050&PIID=2032H524F00506&modNumber=P00001&idvAgencyID=&idvPIID=NNG15SC82B&contractType=AWARD,5/7/2025,0
75N95025P00163,Department of Health and Human Services,NANOCELLECT BIOMEDICAL INC,57950.5,PRECISION EQUIPMENT MAINTENANCE SERVICE,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N95025P00163&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/7/2025,43920
2031ZB25P00002,Department of Treasury,MENTORCLIQ INC,30000,MENTORCLIQ MENTORING SOFTWARE SUBSCRIPTION AND SUPPORT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2041&PIID=2031ZB25P00002&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/7/2025,0
75D30124P19354,Department of Health and Human Services,MECHDYNE CORPORATION,138108,MECHDYNE SOFTWARE MAINTENANCE,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124P19354&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,5/7/2025,69054
140L6422P0033,Department of the Interior,MARSH & ASSOCIATES LLC,130643.1,BONITA ARAVAIPA CREEK NONNATIVE FISH REMOVAL,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1422&PIID=140L6422P0033&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/7/2025,0
12318723F0611,Department of Agriculture,MANAGEMENT & ENGINEERING TECHNOLOGIES INTERNATIONAL INC,233911.04,"FOREST SERVICE INTERNATIONAL PROGRAMS, AFRICA AND MIDDLE EAST CLIMATE CHANGE",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318723F0611&modNumber=P00001&idvAgencyID=&idvPIID=12318723D0002&contractType=AWARD,5/7/2025,0
12318723F0277,Department of Agriculture,MANAGEMENT & ENGINEERING TECHNOLOGIES INTERNATIONAL INC,181799.43,"TECHNICAL CLIMATE ADVISOR: FOREST SERVICE INTERNATIONAL PROGRAMS, CENTRAL AFRICA",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318723F0277&modNumber=P00004&idvAgencyID=&idvPIID=12318723D0002&contractType=AWARD,5/7/2025,0
75N92025F00001,Department of Health and Human Services,LIFE TECHNOLOGIES CORPORATION,9451.68,"INSTRUMENT MAINTENANCE PLAN, QUANTSTUDIO 12K FLEX REAL-TIME POLYMERASE CHAIN REACTION SYSTEM",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N92025F00001&modNumber=P00001&idvAgencyID=&idvPIID=75N98024A00110&contractType=AWARD,5/7/2025,0
75N94024P00376,Department of Health and Human Services,LEICA MICROSYSTEMS INC.,24846.1,INSTRUMENT MAINTENANCE AGREEMENT: NATIONAL INSTITUTE FOR DIABETES AND DIGESTIVE AND KIDNEY DISEASES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N94024P00376&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/7/2025,20166.22
20341223F00084,Department of Treasury,"LEADERSHIP DIRECTORIES, INC.",21660,LEADERSHIP CONNECT INFORMATION SERVICE,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20341223F00084&modNumber=P00002&idvAgencyID=&idvPIID=03310319D0074&contractType=AWARD,5/7/2025,0
140D0425F0198,Department of the Interior,"LDSS, INC.",72150,COACHING SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0425F0198&modNumber=P00001&idvAgencyID=&idvPIID=140D0424A0015&contractType=AWARD,5/7/2025,0
75N92024F00164,Department of Health and Human Services,"HANNON GROUP, LIMITED LIABILITY COMPANY, THE",46484,RESILIENCE IN AFFECTED BLACK FAMILIES WITH KIDNEY DISEASE STUDY,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N92024F00164&modNumber=P00001&idvAgencyID=&idvPIID=47QRAA18D008W&contractType=AWARD,5/7/2025,0
19AQMM24F0640,Department of State,"GOLDBELT C6, LLC",134147.2,"STATEGIC ADVISOR, EDUCATIONAL AND CULTURAL AFFAIRS",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1900&PIID=19AQMM24F0640&modNumber=P00004&idvAgencyID=&idvPIID=19AQMM22D0021&contractType=AWARD,5/7/2025,72673.6
75N94024P00590,Department of Health and Human Services,GLOBAL LIFE SCIENCES SOLUTIONS USA LLC,21980,PRECISION EQUIPMENT MAINTENANCE SERVICE AGREEMENT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N94024P00590&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/7/2025,0
2033H623F00059,Department of Treasury,FRANKLIN COVEY CLIENT SALES INC,31111,FRANKLINCOVEY ALL ACCESS PASS ON-DEMAND TRAINING LICENSES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=2033H623F00059&modNumber=P00004&idvAgencyID=&idvPIID=2033H623A00003&contractType=AWARD,5/7/2025,0
75N91023F00049,Department of Health and Human Services,FOUR LLC,144958.15,CISION COMMS SUITE SOFTWARE AND MAINTENANCE SUPPORT SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N91023F00049&modNumber=P00003&idvAgencyID=&idvPIID=NNG15SC73B&contractType=AWARD,5/7/2025,0
12FPC224F0005,Department of Agriculture,FOUR LLC,143394.79,CISION COMMUNICATIONS CLOUD (C3)/ CISIONONE SOFTWARE LICENSES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12D0&PIID=12FPC224F0005&modNumber=P00002&idvAgencyID=&idvPIID=NNG15SC73B&contractType=AWARD,5/7/2025,92151.47
20341921C00009,Department of Treasury,FOREIGN AWARDEES (UNDISCLOSED),232320.38,"PERSONAL SERVICE CONTRACT: COUNTRY PROGRAM COORDINATOR, MALI",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20341921C00009&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,5/7/2025,0
20341924C00002,Department of Treasury,FOREIGN AWARDEES (UNDISCLOSED),126013.8,"PERSONAL SERVICE CONTRACT: COUNTRY PROGRAM COORDINATOR, UGANDA",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20341924C00002&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,5/7/2025,0
20341925C00001,Department of Treasury,FOREIGN AWARDEES (UNDISCLOSED),108989.84,"PERSONAL SERVICE CONTRACT: COUNTRY PROGRAM COORDINATOR, BENIN",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20341925C00001&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/7/2025,0
20341922C00010,Department of Treasury,FOREIGN AWARDEES (UNDISCLOSED),94130.42,"PERSONAL SERVICE CONTRACT: COUNTRY PROGRAM COORDINATOR, NIGER",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20341922C00010&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,5/7/2025,0
20341924C00012,Department of Treasury,FOREIGN AWARDEES (UNDISCLOSED),70027,"PERSONAL SERVICE CONTRACT: COUNTRY PROGRAM COORDINATOR, MALAWI",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20341924C00012&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/7/2025,0
50310224F0068,Securities and Exchange Commission,"FCN, INC.",104208.62,NLYTE SOFTWARE MAINTENANCE/SUPPORT SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=5000&PIID=50310224F0068&modNumber=P00001&idvAgencyID=&idvPIID=NNG15SC71B&contractType=AWARD,5/7/2025,0
2031JW23F00056,Department of Treasury,"FCN, INC.",15406.74,RSA SECURID COMPUTER SECURITY TOKENS,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2046&PIID=2031JW23F00056&modNumber=P00001&idvAgencyID=&idvPIID=NNG15SC71B&contractType=AWARD,5/7/2025,0
70FA2022F00000064,Department of Homeland Security,FAAC INCORPORATED,18817.98,MILO RANGE PRO PLATINUM EQUIPMENT WARRANTY SUPPORT PLAN,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7022&PIID=70FA2022F00000064&modNumber=P00004&idvAgencyID=&idvPIID=GS00F332CA&contractType=AWARD,5/7/2025,0
140G0124F0226,Department of the Interior,"EXPLUS, INC.",62767.5,NATIONAL CENTER EXHIBIT PROJECT PHASE 1,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1434&PIID=140G0124F0226&modNumber=P00002&idvAgencyID=&idvPIID=140G0124A0014&contractType=AWARD,5/7/2025,0
12314424F0435,Department of Agriculture,"ENTERPRISE TECHNOLOGY SOLUTIONS, INC.",127380,CONTROLUP SOFTWARE RENEWAL,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1205&PIID=12314424F0435&modNumber=P00001&idvAgencyID=&idvPIID=NNG15SD76B&contractType=AWARD,5/7/2025,0
Unavailable,USAID,Unavailable,208291.18,Unavailable for legal reasons,Unavailable,https://fpds.gov,5/7/2025,0
Unavailable,USAID,Unavailable,167205.84,Unavailable for legal reasons,Unavailable,https://fpds.gov,5/7/2025,0
140D0422F0807,Department of the Interior,DISTRIBUTED TECHNOLOGY GROUP LLC,25942.48,ER STUDIO SOFTWARE LICENSE MAINTENANCE & SUPPORT: OFFICE OF NATURAL RESOURCE MANAGEMENT,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0422F0807&modNumber=P00007&idvAgencyID=&idvPIID=NNG15SC31B&contractType=AWARD,5/7/2025,0
140L0620P0061,Department of the Interior,"COSTAR REALTY INFORMATION, INC.",91082.13,COMMERCIAL REAL ESTATE DATA SUBSCRIPTION,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1422&PIID=140L0620P0061&modNumber=P00012&idvAgencyID=&idvPIID=&contractType=AWARD,5/7/2025,0
20341924P00013,Department of Treasury,CORPORATE COUNCIL ON AFRICA,50000,CORPORATE COUNCIL ON AFRICA GOLD SPONSORSHIP,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20341924P00013&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,5/7/2025,0
2031JW24F00090,Department of Treasury,"COLOSSAL CONTRACTING, LLC",172705.82,SPLUNK INFORMATION TECHNOLOGY SERVICE INTELLIGENCE - TERM LICENSE WITH STANDARD SUCCESS PLAN 150VCPU,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2046&PIID=2031JW24F00090&modNumber=P00001&idvAgencyID=&idvPIID=NNG15SD72B&contractType=AWARD,5/7/2025,0
